Start,End,Text,Character,SentenceIndex,vaderNeg,vaderNeu,vaderPos,vaderCompound,roBERTaNeg,roBERTaNeu,roBERTaPos,roBERTaMajorSentiment,vaderMajorSentiment
153.864,155.073,call ambulance .,Chae Song-hwa,47,0.0,1.0,0.0,0.0,0.35739264,0.50834405,0.1342633,Neutral,Neutral
160.912,162.789,right ? pain ?,Chae Song-hwa,48,0.785,0.215,0.0,-0.5661,0.47143114,0.5003183,0.02825063,Neutral,Negative
163.582,166.543,hello ? address 331 jogangdong .,Yang Seok-hyung,49,0.0,1.0,0.0,0.0,0.05404885,0.8904344,0.05551667,Neutral,Neutral
166.626,168.211,man collapsed due electric shock .,Yang Seok-hyung,50,0.61,0.39,0.0,-0.5719,0.74251145,0.24105145,0.016437087,Negative,Negative
168.295,170.505,"get quickly , please . soon possible .",Yang Seok-hyung,51,0.0,0.635,0.365,0.3182,0.016996939,0.48309448,0.4999086,Positive,Neutral
170.589,172.424,difficulty breathing ?,Chae Song-hwa,52,0.706,0.294,0.0,-0.34,0.36079192,0.6014545,0.03775362,Neutral,Negative
173.55,177.429,goodness . 's happening ?,Secondary,53,0.0,0.4,0.6,0.4588,0.039863624,0.6603579,0.29977846,Neutral,Positive
177.846,178.722,goodness .,Secondary,54,0.0,0.0,1.0,0.4588,0.024299005,0.32578576,0.6499152,Positive,Positive
180.849,183.81,"oh , . 's happening ?",Secondary,55,0.0,1.0,0.0,0.0,0.21971264,0.7414666,0.038820736,Neutral,Neutral
192.11,193.278,!,Secondary,56,0.0,0.0,0.0,0.0,0.09442686,0.53720474,0.36836836,Neutral,Positive
194.237,195.155,'re !,Secondary,57,0.0,1.0,0.0,0.0,0.08284336,0.4885956,0.428561,Neutral,Neutral
195.906,196.907,!,Secondary,58,0.0,0.0,0.0,0.0,0.09442686,0.53720474,0.36836836,Neutral,Positive
197.282,198.116,sir .,Chae Song-hwa,59,0.0,1.0,0.0,0.0,0.22658819,0.616998,0.15641376,Neutral,Neutral
199.409,200.66,sir ?,Chae Song-hwa,60,0.0,1.0,0.0,0.0,0.19689669,0.66511244,0.13799089,Neutral,Neutral
202.12,204.873,"sir , know ?",Chae Song-hwa,61,0.0,1.0,0.0,0.0,0.15731823,0.71848184,0.12419993,Neutral,Neutral
210.795,213.507,"leave , please . great .",Secondary,62,0.158,0.0,0.842,0.7351,0.048607666,0.33700797,0.61438435,Positive,Positive
224.893,226.937,"hey , 'll back soon .",Secondary,63,0.0,1.0,0.0,0.0,0.011004041,0.6604047,0.3285913,Neutral,Neutral
228.855,232.108,electric shock seven minutes ago got mild burn right hand .,Chae Song-hwa,64,0.188,0.58,0.232,0.1531,0.575342,0.40057737,0.024080656,Negative,Neutral
232.192,233.86,performed cpr two minutes .,Chae Song-hwa,65,0.0,1.0,0.0,0.0,0.031763677,0.8395709,0.12866537,Neutral,Neutral
233.944,236.488,"heart pumping , 's stable yet .",Chae Song-hwa,66,0.0,0.645,0.355,0.296,0.010493957,0.522367,0.46713907,Neutral,Neutral
236.571,238.198,doctor ? yes .,Secondary,67,0.0,0.27,0.73,0.4019,0.03658374,0.645053,0.31836325,Neutral,Positive
239.366,241.743,vitals seem unstable .,Chae Song-hwa,68,0.446,0.179,0.375,-0.1027,0.7331849,0.25207648,0.014738585,Negative,Negative
241.826,244.162,could come us ? got emergency call .,Chae Song-hwa,69,0.342,0.658,0.0,-0.3818,0.08227941,0.8278768,0.08984382,Neutral,Neutral
244.246,246.289,another doctor accompany .,Chae Song-hwa,70,0.0,1.0,0.0,0.0,0.07906319,0.8285752,0.09236165,Neutral,Neutral
248.959,250.085,one .,Chae Song-hwa,71,0.0,1.0,0.0,0.0,0.20619306,0.5584604,0.23534654,Neutral,Neutral
253.338,254.172,right ?,Secondary,72,0.0,1.0,0.0,0.0,0.20608503,0.6216273,0.1722877,Neutral,Neutral
257.259,259.469,"extremely lucky , man .",Secondary,73,0.0,0.393,0.607,0.4754,0.01585904,0.14404243,0.8400985,Positive,Positive
259.803,261.68,happened doctors .,Secondary,74,0.0,1.0,0.0,0.0,0.18307701,0.76091814,0.056004852,Neutral,Neutral
262.681,264.015,"hear , right ?",Secondary,75,0.0,1.0,0.0,0.0,0.1413603,0.75682306,0.10181664,Neutral,Neutral
271.565,273.024,bp pulse okay .,Secondary,76,0.0,0.513,0.487,0.2263,0.03513341,0.4925193,0.4723473,Neutral,Neutral
273.483,274.401,see .,Secondary,77,0.0,1.0,0.0,0.0,0.20908241,0.6057027,0.18521489,Neutral,Neutral
276.736,278.738,shivering like though ?,Secondary,78,0.0,0.444,0.556,0.3612,0.28226048,0.6899208,0.027818773,Neutral,Positive
280.115,282.075,"hey , okay ?",Secondary,79,0.0,0.345,0.655,0.2263,0.09102365,0.72172016,0.18725623,Neutral,Positive
290.5,291.96,'s cold .,Secondary,80,0.0,1.0,0.0,0.0,0.3396515,0.557744,0.10260451,Neutral,Neutral
295.505,297.34,excuse . please turn heater ?,Yang Seok-hyung,81,0.0,0.357,0.643,0.3818,0.21096149,0.73385084,0.05518766,Neutral,Positive
299.759,301.261,message something ?,Yang Seok-hyung,82,0.0,1.0,0.0,0.0,0.18533406,0.7295011,0.08516486,Neutral,Neutral
303.43,304.973,tell jack heater .,Yang Seok-hyung,83,0.0,1.0,0.0,0.0,0.22897191,0.6921827,0.078845374,Neutral,Neutral
320.572,323.199,"seokhyeong texted , right ? said 'd .",Ahn Jeong-won,84,0.0,1.0,0.0,0.0,0.05882509,0.8792186,0.061956327,Neutral,Neutral
323.783,325.952,"answer . , got text ?",Kim Jun-wan,85,0.0,1.0,0.0,0.0,0.116702616,0.829392,0.05390527,Neutral,Neutral
326.036,327.829,", 's 'll say .",Ahn Jeong-won,86,0.0,1.0,0.0,0.0,0.11172002,0.7812654,0.10701462,Neutral,Neutral
327.996,329.956,"mean , n't old ?",Kim Jun-wan,87,0.0,1.0,0.0,0.0,0.17658044,0.7476298,0.075789735,Neutral,Neutral
330.04,333.251,'d much rather go see girlfriend . would see guys ?,Kim Jun-wan,88,0.0,1.0,0.0,0.0,0.13736011,0.7165615,0.14607832,Neutral,Neutral
333.335,335.754,"hey , getting engaged today something ?",Ahn Jeong-won,89,0.0,0.597,0.403,0.4019,0.022164747,0.9074698,0.07036546,Neutral,Neutral
335.837,337.922,get dressed see girlfriend ?,Kim Jun-wan,90,0.0,1.0,0.0,0.0,0.10408902,0.8543861,0.04152487,Neutral,Neutral
338.006,341.384,made reservation romantic place busan ocean view .,Kim Jun-wan,91,0.0,0.69,0.31,0.4019,0.007527636,0.44107968,0.5513927,Positive,Neutral
341.468,345.096,"good . 're going date , 'm going work .",Ahn Jeong-won,92,0.0,0.674,0.326,0.4404,0.012380289,0.3662225,0.62139726,Positive,Neutral
345.347,348.475,"way , get ? girlfriend 's car .",Ahn Jeong-won,93,0.0,1.0,0.0,0.0,0.10933761,0.82924384,0.06141861,Neutral,Neutral
349.267,351.519,. pull .,Ahn Jeong-won,94,0.0,1.0,0.0,0.0,0.16496187,0.7241256,0.11091247,Neutral,Neutral
354.147,356.9,looks like 's still drunk .,Ahn Jeong-won,95,0.304,0.38,0.316,0.0258,0.46985823,0.4856555,0.044486195,Neutral,Neutral
356.983,359.486,pulled allnighter . 're leaving right away .,Kim Jun-wan,96,0.0,1.0,0.0,0.0,0.05407326,0.86984736,0.076079376,Neutral,Neutral
359.569,361.446,"hey , drive . right .",Ahn Jeong-won,97,0.0,1.0,0.0,0.0,0.07577364,0.73522717,0.18899919,Neutral,Neutral
361.529,362.947,hey . yes .,Ahn Jeong-won,98,0.0,0.27,0.73,0.4019,0.03324027,0.48348758,0.48327217,Neutral,Positive
363.615,365.283,work hard .,Secondary,99,0.583,0.417,0.0,-0.1027,0.09277505,0.5983372,0.30888775,Neutral,Negative
365.867,367.118,prick .,Ahn Jeong-won,100,1.0,0.0,0.0,-0.34,0.22052366,0.65378743,0.12568896,Neutral,Negative
367.202,368.787,"according research ,",Secondary,101,0.0,1.0,0.0,0.0,0.14239015,0.7016503,0.1559595,Neutral,Neutral
368.87,370.664,daeseong hospital uses,Secondary,102,0.0,1.0,0.0,0.0,0.2255597,0.7222338,0.052206494,Neutral,Neutral
370.747,375.377,nonsurgical procedure treat intussusception .,Secondary,103,0.0,0.526,0.474,0.4019,0.13856138,0.81647843,0.044960197,Neutral,Neutral
376.294,378.088,'ve explained .,Ahn Jeong-won,104,0.0,1.0,0.0,0.0,0.14277583,0.67721736,0.18000679,Neutral,Neutral
378.171,381.549,"bitna , 's likely necrosis already begun .",Ahn Jeong-won,105,0.0,1.0,0.0,0.0,0.24866803,0.72025067,0.031081356,Neutral,Neutral
381.633,383.343,"surgery option , ma'am .",Ahn Jeong-won,106,0.0,1.0,0.0,0.0,0.123278886,0.8320318,0.04468932,Neutral,Neutral
384.01,386.721,"'re sure , right ? actually undergo surgery ?",Secondary,107,0.0,0.653,0.347,0.3939,0.11116174,0.8365373,0.052300915,Neutral,Neutral
386.805,389.14,"definitely needs surgery , ma'am .",Ahn Jeong-won,108,0.0,0.526,0.474,0.4019,0.78267914,0.2050457,0.012275135,Negative,Neutral
390.517,394.104,read internet stops kids growing taller surgery .,Secondary,109,0.193,0.602,0.205,0.0258,0.6276047,0.3375702,0.03482514,Negative,Neutral
395.23,396.564,n't believe things like .,Ahn Jeong-won,110,0.413,0.587,0.0,-0.2755,0.73939866,0.24418052,0.016420789,Negative,Neutral
396.648,398.775,go reception book surgery .,Ahn Jeong-won,111,0.0,1.0,0.0,0.0,0.17077065,0.78051305,0.048716333,Neutral,Neutral
399.359,400.485,okay .,Secondary,112,0.0,0.0,1.0,0.2263,0.11996016,0.5391302,0.34090966,Neutral,Positive
400.61,403.53,"'ll trust according research ,",Secondary,113,0.0,0.476,0.524,0.5106,0.01785304,0.5462892,0.4358578,Neutral,Positive
403.613,407.826,daeseong hospital uses nonsurgical procedure treat ...,Secondary,114,0.0,0.69,0.31,0.4019,0.09013741,0.87627184,0.0335908,Neutral,Neutral
408.618,411.204,room bitna ? call ward .,Secondary,115,0.0,1.0,0.0,0.0,0.109056495,0.83024293,0.06070054,Neutral,Neutral
411.287,412.163,"yes , sir .",Secondary,116,0.0,0.27,0.73,0.4019,0.060309533,0.5365327,0.40315786,Neutral,Positive
412.747,414.666,please take good care bitna .,Secondary,117,0.0,0.192,0.808,0.8126,0.008915273,0.26875195,0.7223328,Positive,Positive
414.749,416.418,thank . problem .,Secondary,118,0.519,0.0,0.481,-0.0516,0.49382713,0.44670114,0.05947176,Negative,Negative
420.338,423.758,"dongmin , pull top moment ?",Secondary,119,0.0,0.625,0.375,0.2023,0.03769516,0.8939802,0.06832465,Neutral,Neutral
425.593,427.22,", please .",Secondary,120,0.0,0.0,1.0,0.3182,0.12408288,0.6584039,0.21751325,Neutral,Positive
429.764,432.934,"gosh , teddy bear . 're stomachache ?",Ahn Jeong-won,121,0.0,1.0,0.0,0.0,0.43327892,0.5186378,0.048083305,Neutral,Neutral
433.476,434.644,let look .,Ahn Jeong-won,122,0.0,1.0,0.0,0.0,0.11718445,0.66413164,0.21868391,Neutral,Neutral
435.311,439.232,"yes , doctor . stomach hurts much .",Secondary,123,0.352,0.341,0.307,-0.1027,0.8193479,0.16456701,0.016085008,Negative,Negative
439.315,440.942,let 's see . ?,Ahn Jeong-won,124,0.0,1.0,0.0,0.0,0.0907082,0.81338406,0.095907696,Neutral,Neutral
441.025,445.321,"wow , took pain away . 're totally fine , right ?",Ahn Jeong-won,125,0.233,0.352,0.415,0.3804,0.014576443,0.15291369,0.8325098,Positive,Positive
445.405,447.907,"yes , 'm fine .",Secondary,126,0.0,0.182,0.818,0.5423,0.00838004,0.17620881,0.81541115,Positive,Positive
447.991,449.743,"right , .",Ahn Jeong-won,127,0.0,1.0,0.0,0.0,0.15245236,0.61800784,0.22953975,Neutral,Neutral
449.951,453.246,let 's check mom 's stomach .,Ahn Jeong-won,128,0.0,1.0,0.0,0.0,0.19100969,0.7707194,0.03827087,Neutral,Neutral
453.913,456.583,"doctor , already feel much better .",Secondary,129,0.0,0.58,0.42,0.4404,0.004398091,0.07129178,0.92431015,Positive,Neutral
456.666,458.168,'m totally fine .,Secondary,130,0.0,0.489,0.511,0.2716,0.010058526,0.15213202,0.83780944,Positive,Positive
458.835,462.922,right . 's next ?,Ahn Jeong-won,131,0.0,1.0,0.0,0.0,0.08936661,0.82251793,0.088115424,Neutral,Neutral
464.34,466.551,"dongmin , want try ? want go next ?",Ahn Jeong-won,132,0.0,0.575,0.425,0.2406,0.03158985,0.8774043,0.09100593,Neutral,Neutral
466.634,470.388,let 's see . good boy . 're good boy .,Ahn Jeong-won,133,0.0,0.508,0.492,0.7003,0.004443125,0.113962054,0.8815949,Positive,Neutral
477.479,478.563,busan ?,Ahn Jeong-won,134,0.0,1.0,0.0,0.0,0.18071516,0.70500636,0.11427845,Neutral,Neutral
478.646,480.899,bet got .,Kim Jun-wan,135,0.0,1.0,0.0,0.0,0.18564712,0.6911283,0.12322454,Neutral,Neutral
481.274,482.358,let 's dinner together .,Ahn Jeong-won,136,0.0,1.0,0.0,0.0,0.015940022,0.6808987,0.3031613,Neutral,Neutral
482.442,484.152,okay . need check patient first .,Kim Jun-wan,137,0.0,0.678,0.322,0.2263,0.13357297,0.79853994,0.067887075,Neutral,Neutral
484.235,486.488,doors closing . take easy .,Ahn Jeong-won,138,0.0,0.508,0.492,0.4404,0.04310846,0.59350586,0.36338565,Neutral,Neutral
488.114,489.908,'s charge room 513 ?,Kim Jun-wan,139,0.0,1.0,0.0,0.0,0.06772965,0.87503445,0.05723588,Neutral,Neutral
491.242,493.495,worked last night ? ?,Kim Jun-wan,140,0.0,1.0,0.0,0.0,0.09494012,0.8672306,0.037829347,Neutral,Neutral
495.038,497.582,prescribed fever reducer kim sukhui room 513 ?,Kim Jun-wan,141,0.0,1.0,0.0,0.0,0.10230172,0.8756885,0.022009708,Neutral,Neutral
498.124,499.834,"must 've . , n't .",Secondary,142,0.0,1.0,0.0,0.0,0.25566235,0.6818862,0.0624515,Neutral,Neutral
501.002,501.961,?,Kim Jun-wan,143,0.0,0.0,0.0,0.0,0.20457315,0.68945074,0.10597605,Neutral,Positive
502.67,505.381,", chance . n't even know looks like .",Yang Seok-hyung,144,0.0,0.471,0.529,0.5423,0.2517298,0.6465078,0.101762384,Neutral,Positive
505.465,506.925,right ? 've never even seen .,Kim Jun-wan,145,0.0,1.0,0.0,0.0,0.442674,0.5006765,0.056649517,Neutral,Neutral
507.008,509.803,prescribed without even seeing wanted sleep .,Kim Jun-wan,146,0.0,1.0,0.0,0.0,0.56458426,0.41162392,0.02379178,Negative,Neutral
510.887,513.056,dare prescribe without seeing ?,Kim Jun-wan,147,0.0,1.0,0.0,0.0,0.2996547,0.6694387,0.030906567,Neutral,Neutral
513.348,515.225,confident doctor ?,Kim Jun-wan,148,0.0,0.238,0.762,0.4939,0.074228674,0.8560367,0.06973458,Neutral,Positive
515.934,518.812,"n't want doctor , tell . n't waste time .",Kim Jun-wan,149,0.143,0.585,0.273,0.2755,0.5292858,0.43250853,0.038205717,Negative,Neutral
519.813,520.647,understand ?,Kim Jun-wan,150,0.0,1.0,0.0,0.0,0.19131406,0.748753,0.05993292,Neutral,Neutral
521.731,522.982,'m sorry . 'm sorry .,Yang Seok-hyung,151,0.565,0.435,0.0,-0.1531,0.59188616,0.35617846,0.051935367,Negative,Negative
525.527,526.361,hey .,Kim Jun-wan,152,0.0,1.0,0.0,0.0,0.18461223,0.5913169,0.22407086,Neutral,Neutral
527.779,528.738,sudden ?,Kim Jun-wan,153,0.0,1.0,0.0,0.0,0.18411522,0.76336426,0.052520536,Neutral,Neutral
529.322,530.532,"okay , 'll right .",Kim Jun-wan,154,0.0,0.513,0.487,0.2263,0.045708712,0.57241017,0.3818811,Neutral,Neutral
533.618,534.786,come ! let 's go .,Kim Jun-wan,155,0.0,1.0,0.0,0.0,0.016392037,0.39446524,0.5891427,Positive,Neutral
541.918,544.254,"dr. kim , patient hooked ecmo ,",Secondary,156,0.0,1.0,0.0,0.0,0.054666273,0.85339326,0.09194041,Neutral,Neutral
544.337,547.215,"developed pulmonary edema , intubated .",Secondary,157,0.0,1.0,0.0,0.0,0.16395602,0.773263,0.06278103,Neutral,Neutral
547.298,549.676,looked echo heart barely beating .,Secondary,158,0.404,0.596,0.0,-0.4033,0.28782126,0.6209466,0.09123212,Neutral,Neutral
549.759,551.761,euna okay yesterday .,Kim Jun-wan,159,0.0,0.513,0.487,0.2263,0.010699945,0.5164897,0.47281036,Neutral,Neutral
551.845,553.972,going remove ecmo move ward .,Kim Jun-wan,160,0.0,1.0,0.0,0.0,0.14986427,0.7959813,0.054154426,Neutral,Neutral
554.597,556.391,family know ? yes .,Kim Jun-wan,161,0.0,0.426,0.574,0.4019,0.05821683,0.64239794,0.2993853,Neutral,Positive
567.277,568.653,"please spare us moment , ma'am .",Kim Jun-wan,162,0.0,0.635,0.365,0.3182,0.17399092,0.7316206,0.0943885,Neutral,Neutral
569.821,573.241,euna developed pulmonary edema heart functioning well .,Kim Jun-wan,163,0.0,0.741,0.259,0.2732,0.0036850418,0.2586818,0.73763317,Positive,Neutral
573.324,574.868,ecmo n't enough anymore .,Kim Jun-wan,164,0.0,1.0,0.0,0.0,0.6261111,0.34424114,0.0296477,Negative,Neutral
575.451,577.537,artificial heart better,Kim Jun-wan,165,0.0,0.408,0.592,0.4404,0.07886309,0.5854535,0.33568344,Neutral,Positive
577.62,579.789,reducing pressure left ventricle .,Kim Jun-wan,166,0.423,0.577,0.0,-0.296,0.076951385,0.85029566,0.07275301,Neutral,Neutral
579.873,582.041,needs surgery either today tomorrow .,Kim Jun-wan,167,0.0,1.0,0.0,0.0,0.32542312,0.6460225,0.028554365,Neutral,Neutral
582.25,583.751,"gosh , ?",Secondary,168,0.0,1.0,0.0,0.0,0.39928257,0.55026585,0.05045152,Neutral,Neutral
584.252,588.214,"doctor , ca n't afford pay surgery moment .",Secondary,169,0.0,0.822,0.178,0.0762,0.67507684,0.30573812,0.019185027,Negative,Neutral
588.798,590.341,'ll cost fortune .,Secondary,170,0.0,1.0,0.0,0.0,0.48770556,0.47331077,0.038983576,Negative,Neutral
591.217,592.343,get money ?,Secondary,171,0.0,1.0,0.0,0.0,0.20764053,0.7329554,0.059404075,Neutral,Neutral
592.427,595.054,"doctor , please give week .",Secondary,172,0.0,0.566,0.434,0.3182,0.07774132,0.7255949,0.19666378,Neutral,Neutral
595.138,597.849,'ll figure way get money matter .,Secondary,173,0.0,0.82,0.18,0.0258,0.09960918,0.78752357,0.11286731,Neutral,Neutral
598.433,600.727,please ... euna ...,Secondary,174,0.0,0.566,0.434,0.3182,0.1001266,0.7798258,0.12004752,Neutral,Neutral
601.519,603.313,please save .,Secondary,175,0.0,0.0,1.0,0.6705,0.09421662,0.6560612,0.24972223,Neutral,Positive
603.897,606.524,ca n't really wait though . needs surgery immediately .,Kim Jun-wan,176,0.0,1.0,0.0,0.0,0.41251153,0.5199583,0.06753016,Neutral,Neutral
606.608,608.067,"wait , may make .",Kim Jun-wan,177,0.0,1.0,0.0,0.0,0.09668109,0.8076347,0.09568423,Neutral,Neutral
608.651,609.903,", ?",Secondary,178,0.0,0.0,0.0,0.0,0.21379602,0.63302815,0.1531758,Neutral,Positive
611.529,614.157,"n't worry . many programs support patients ,",Kim Jun-wan,179,0.0,0.439,0.561,0.6256,0.011693324,0.33010662,0.6582,Positive,Positive
614.24,617.535,'m sure euna get surgery . right away .,Kim Jun-wan,180,0.0,0.723,0.277,0.3182,0.102478184,0.7979849,0.09953694,Neutral,Neutral
617.785,619.078,"hey , look .",Kim Jun-wan,181,0.0,1.0,0.0,0.0,0.1368328,0.66839814,0.19476908,Neutral,Neutral
623.041,626.294,"hey , call . yes , sir .",Kim Jun-wan,182,0.0,0.526,0.474,0.4019,0.012586523,0.5091015,0.47831193,Neutral,Neutral
626.92,628.212,cardiothoracic surgery chat room,Secondary,183,0.0,1.0,0.0,0.0,0.23992808,0.72249925,0.037572674,Neutral,Neutral
628.296,630.048,"5yearold girl , dcmp",Secondary,184,0.0,1.0,0.0,0.0,0.078510284,0.8470341,0.07445564,Neutral,Neutral
630.131,632.008,call ?,Secondary,185,0.0,1.0,0.0,0.0,0.16150676,0.7316162,0.10687706,Neutral,Neutral
634.886,636.888,surgery take care ?,Kim Jun-wan,186,0.0,0.385,0.615,0.4939,0.12264691,0.8298548,0.047498357,Neutral,Positive
636.971,638.181,?,Kim Jun-wan,187,0.0,0.0,0.0,0.0,0.20457315,0.68945074,0.10597605,Neutral,Positive
640.058,642.852,hello ? kim junwan cardiothoracic surgery .,Kim Jun-wan,188,0.0,1.0,0.0,0.0,0.08061352,0.8816948,0.03769171,Neutral,Neutral
