Start,End,Text,Character,SentenceIndex
244.246,246.289,Another doctor will accompany you.,5.0,70
248.959,250.085,That one.,5.0,71
253.338,254.172,Are you all right?,,72
257.259,259.469,"You were extremely lucky, man.",,73
259.803,261.68,Both of them happened to be doctors.,,74
262.681,264.015,"You can hear me, right?",,75
271.565,273.024,Both his BP and pulse are okay now.,,76
273.483,274.401,I see.,,77
276.736,278.738,Why is he shivering like this though?,,78
280.115,282.075,"Hey, are you okay?",,79
290.5,291.96,He's just cold.,,80
295.505,297.34,Excuse me. Can you please turn up the heater?,4.0,81
299.759,301.261,Can you message him or something?,4.0,82
303.43,304.973,Tell him to jack up the heater.,4.0,83
320.572,323.199,"Seok-hyeong texted you, right? I said I'd do it.",1.0,84
323.783,325.952,"-My answer is no. -So, you got his text?",2.0,85
326.036,327.829,"No, that's what I'll say if he does.",1.0,86
327.996,329.956,"I mean, aren't we too old for that?",2.0,87
330.04,333.251,I'd much rather go see my girlfriend. Why would I see you guys?,2.0,88
333.335,335.754,"Hey, are you getting engaged today or something?",1.0,89
335.837,337.922,Why get all dressed up just to see your girlfriend?,2.0,90
338.006,341.384,I made a reservation at a romantic place in Busan with an ocean view.,2.0,91
341.468,345.096,"Good for you. You're going on a date, while I'm just going to work.",1.0,92
345.347,348.475,"-By the way, how will you get there? -By my girlfriend's car.",1.0,93
349.267,351.519,There she is. Pull over.,1.0,94
354.147,356.9,It looks like she's still drunk.,1.0,95
356.983,359.486,She pulled an all-nighter. And we're leaving right away.,2.0,96
359.569,361.446,"-Hey, you should drive. -All right.",1.0,97
361.529,362.947,-Hey. -Yes.,1.0,98
363.615,365.283,Work hard.,,99
365.867,367.118,You prick.,1.0,100
367.202,368.787,"According to my research,",,101
368.87,370.664,Daeseong Hospital uses,,102
370.747,375.377,a non-surgical procedure to treat intussusception.,,103
376.294,378.088,I've explained to you just now.,1.0,104
378.171,381.549,"As for Bit-na, it's likely that necrosis has already begun.",1.0,105
381.633,383.343,"So surgery is the only option, ma'am.",1.0,106
384.01,386.721,"You're sure, right? Can she actually undergo the surgery?",,107
386.805,389.14,"She definitely needs the surgery, ma'am.",1.0,108
390.517,394.104,I read on the Internet that it stops kids from growing taller after the surgery.,,109
395.23,396.564,Don't believe things like that.,1.0,110
396.648,398.775,Just go to the reception and have them book her surgery.,1.0,111
399.359,400.485,Okay.,,112
400.61,403.53,"-Then I'll trust you and-- -According to my research,",,113
403.613,407.826,Daeseong Hospital uses a non-surgical procedure to treat...,,114
408.618,411.204,Do we have a room for Bit-na? Call the ward again.,,115
411.287,412.163,"Yes, sir.",,116
412.747,414.666,Please take good care of Bit-na.,,117
414.749,416.418,-Thank you. -No problem.,,118
420.338,423.758,"Dong-min, can we pull up your top for a moment?",,119
425.593,427.22,"Just once, please.",,120
429.764,432.934,"My gosh, Teddy Bear. You're here because of a stomachache?",1.0,121
433.476,434.644,Let me have a look.,1.0,122
435.311,439.232,"Yes, doctor. My stomach hurts so much.",,123
439.315,440.942,Let's see. What?,1.0,124
441.025,445.321,"Wow, this took all the pain away. You're totally fine now, right?",1.0,125
445.405,447.907,"Yes, I'm fine now.",,126
447.991,449.743,"All right, then.",1.0,127
449.951,453.246,Let's check your mom's stomach now.,1.0,128
453.913,456.583,"Doctor, I already feel much better.",,129
456.666,458.168,I'm totally fine now.,,130
458.835,462.922,All right. Then who's next?,1.0,131
464.34,466.551,"-Dong-min, you want to try it? -You want to go next?",1.0,132
466.634,470.388,Let's see. Good boy. You're such a good boy.,1.0,133
477.479,478.563,Is this Busan?,1.0,134
478.646,480.899,I bet I got here before you did.,2.0,135
481.274,482.358,Let's have dinner together.,1.0,136
482.442,484.152,Okay. I just need to check on a patient first.,2.0,137
484.235,486.488,-Doors are closing. -Take it easy.,1.0,138
488.114,489.908,Who's in charge of Room 513?,2.0,139
491.242,493.495,Then who worked last night? You?,2.0,140
495.038,497.582,Who prescribed the fever reducer to Kim Suk-hui in Room 513?,2.0,141
498.124,499.834,"-It must've been you. -No, it wasn't me.",,142
501.002,501.961,Then was it you?,2.0,143
502.67,505.381,"No, not a chance. I don't even know what she looks like.",4.0,144
505.465,506.925,Right? You've never even seen her.,2.0,145
507.008,509.803,You prescribed it without even seeing her because you wanted to sleep.,2.0,146
510.887,513.056,How dare you prescribe without seeing her?,2.0,147
513.348,515.225,Are you that confident as a doctor?,2.0,148
515.934,518.812,"If you don't want to be a doctor, just tell me. Don't waste my time.",2.0,149
519.813,520.647,Do you understand?,2.0,150
521.731,522.982,-I'm sorry. -I'm sorry.,4.0,151
525.527,526.361,Hey.,2.0,152
527.779,528.738,Why all of a sudden?,2.0,153
529.322,530.532,"Okay, I'll be right there.",2.0,154
533.618,534.786,Come on! Let's go.,2.0,155
541.918,544.254,"Dr. Kim, the patient was hooked up to the ECMO,",,156
544.337,547.215,"but she developed pulmonary edema, so we intubated her.",,157
547.298,549.676,We looked at the echo but her heart was barely beating.,,158
549.759,551.761,But Eun-a was okay up until yesterday.,2.0,159
551.845,553.972,We were going to remove ECMO and move her to the ward.,2.0,160
554.597,556.391,-Does her family know? -Yes.,2.0,161
567.277,568.653,"Please spare us a moment, ma'am.",2.0,162
569.821,573.241,Eun-a has developed pulmonary edema as her heart is not functioning well.,2.0,163
573.324,574.868,ECMO isn't enough anymore.,2.0,164
575.451,577.537,An artificial heart will be better,2.0,165
577.62,579.789,in reducing the pressure on her left ventricle.,2.0,166
579.873,582.041,She needs surgery either today or tomorrow.,2.0,167
582.25,583.751,"My gosh, what should I do?",,168
584.252,588.214,"Doctor, we can't afford to pay for the surgery at the moment.",,169
588.798,590.341,It'll cost a fortune.,,170
591.217,592.343,Where can I get the money?,,171
592.427,595.054,"Doctor, please give me a week.",,172
595.138,597.849,Then I'll figure out a way to get some money no matter what.,,173
598.433,600.727,Please... My Eun-a...,,174
601.519,603.313,Please save her.,,175
603.897,606.524,We can't really wait though. She needs surgery immediately.,2.0,176
606.608,608.067,"If we wait, she may not make it.",2.0,177
608.651,609.903,"What do I do, then?",,178
611.529,614.157,"Don't worry. We have many programs to support our patients,",2.0,179
614.24,617.535,so I'm sure Eun-a can get the surgery. And we can do it right away.,2.0,180
617.785,619.078,"Hey, look into it.",2.0,181
623.041,626.294,"-Hey, call them now. -Yes, sir.",2.0,182
626.92,628.212,CARDIOTHORACIC SURGERY CHAT ROOM,,183
628.296,630.048,"5-YEAR-OLD GIRL, DCMP",,184
630.131,632.008,WHERE SHOULD I CALL?,,185
634.886,636.888,I have to do the surgery and take care of this?,2.0,186
636.971,638.181,What do you do?,2.0,187
640.058,642.852,Hello? This is Kim Jun-wan from Cardiothoracic Surgery.,2.0,188
643.561,645.813,Can we get some help from the Daddy-Long-Legs Program?,2.0,189
647.398,648.441,"Just a second, please.",2.0,190
651.986,653.488,SOCIAL SERVICES OFFICE,,191
655.531,658.534,"Hello. I'm Lee Seok-hyeon, a cardiothoracic surgery resident.",,192
658.618,661.037,Could you help one of our patients with her surgery costs?,,193
661.788,664.457,We can't wait. She needs surgery immediately.,,194
665.291,668.544,"Yes, can the Daddy-Long-Legs Program help her finance it?",,195
669.42,670.588,She's five.,,196
671.005,673.132,It's for implanting a ventricular assist device.,,197
679.43,681.849,What did you order? Did you order tteokbokki again?,1.0,198
681.933,683.184,When can we find out?,2.0,199
683.768,684.686,Go ahead and eat.,2.0,200
685.979,687.605,"Hey, why didn't you order burgers instead?",1.0,201
687.689,689.899,"I got level one, so it won't be spicy. Just eat, will you?",2.0,202
690.149,691.317,You haven't texted them yet?,2.0,203
691.401,694.696,We had to do some final checks. We'll text them now.,,204
694.779,698.449,"If everything looks good, you'll get the money in a couple of days.",,205
698.533,702.453,I see. Please let me know as soon as you hear from them. Thank you.,2.0,206
703.788,704.789,"It's not spicy, right?",2.0,207
704.872,707.375,You don't find this spicy? You need to see a doctor.,1.0,208
707.458,708.71,"No, that will cost me.",2.0,209
712.171,713.589,I'll probably get a call soon.,2.0,210
713.715,716.342,"-See? Tteokbokki was a good call. -Just answer that, prick.",1.0,211
716.426,718.72,"Gosh, today's been a disaster.",2.0,212
720.972,723.641,"Hey, I'm still at the hospital.",2.0,213
724.058,725.184,I'm going to leave now.,2.0,214
725.852,727.02,"Yes, where are you?",2.0,215
729.856,731.524,Why? I didn't eat anything. Right.,2.0,216
731.607,732.442,Of course.,2.0,217
732.525,734.485,-Where are you? -What do you think?,1.0,218
735.028,736.362,What are you doing this weekend?,1.0,219
736.446,738.614,I've got a date. Professor Jang is free this weekend.,,220
739.115,741.075,Everyone's going on a date.,1.0,221
741.242,743.036,Is Jun-wan still seeing that girl?,,222
743.536,744.746,This one's lasting for a while.,,223
744.912,746.873,Why did you call? I bet it's about Seok-hyeong.,,224
747.248,748.374,I already said no.,,225
748.458,750.668,"No. As for that fool, we can just ignore him.",1.0,226
751.252,753.379,I have a favor to ask.,1.0,227
754.005,756.174,"-Is everything okay? -Yes, everything's fine.",1.0,228
756.549,758.217,There's something I've been working on.,1.0,229
759.343,761.804,You know what? Let's talk in person. You should go home.,1.0,230
761.888,763.681,I'm going home early for a change.,1.0,231
764.891,767.393,-What's up? -Min-yeong's vitals aren't looking good.,1.0,232
767.477,768.644,I have to go.,1.0,233
768.978,770.813,-What's going on? -Her BP keeps dropping.,1.0,234
770.897,773.357,It's not getting better even after a full 100ml bag of saline.,,235
773.441,776.903,"-Has she gotten norepinephrine? -Yes, but her vitals are still unstable.",1.0,236
779.405,781.908,It doesn't sound like you can go home tonight.,5.0,237
792.001,794.796,YULJE'S CHAIRMAN AHN BYEONG-U UNCONSCIOUS DUE TO BRAIN HEMORRHAGE,,238
795.171,796.589,CHAIRMAN AHN HAS FALLEN INTO A COMA,,239
800.259,802.47,WILL HIS THIRD SON TAKE OVER YULJE MEDICAL CENTER?,,240
804.263,808.351,ALL EYES ARE ON WHO WILL BE THE NEXT LEADER OF YULJE FOUNDATION,,241
811.729,813.189,"Yes, sir.",5.0,242
815.024,816.442,I read the article.,5.0,243
816.651,818.82,I have to stay with the chairman all night.,,244
818.903,822.156,"So take care of the craniectomy for the subdural hematoma patient,",,245
822.24,824.033,as well as the VP shunt surgery tomorrow.,,246
824.117,825.493,"Yes, sir.",5.0,247
825.91,827.912,But are you all right?,5.0,248
828.121,831.749,"No, everyone's getting ready for the worst-case scenario. It's hard.",,249
849.392,852.311,"-Hello, how are you? -Not well, obviously.",,250
853.646,855.022,"My apologies, ma'am.",,251
855.106,857.024,No need to apologize. It is what it is.,,252
857.108,858.276,Don't worry about it.,,253
859.026,860.736,He's the director of the hospital.,,254
861.362,863.781,And he is in charge of the Brain Center.,,255
863.865,865.741,Is that important now?,,256
866.2,868.786,Right. It's nice to meet you anyway.,,257
870.496,872.123,Will he not make it?,,258
872.707,874.625,"Frankly, it won't be easy.",,259
874.709,876.377,But we'll do our very best.,,260
877.044,878.045,"Mr. Pyeon, you're here.",,261
878.838,880.798,What on earth happened?,,262
882.925,884.844,"Ma'am, please spare me a moment.",,263
892.476,894.979,"Mr. Ju, why don't we have some coffee in my office?",,264
896.063,897.398,Don't worry about things here.,,265
898.191,900.151,DIRECTOR JU JEON,,266
904.155,907.408,"-Hey, come and have some coffee. -Oh, I was going to do it.",,267
907.491,909.076,What's the point of saying that now?,,268
910.203,911.829,"Hey, come join us.",,269
919.337,920.755,The night view is awesome.,,270
921.672,923.925,Can you actually enjoy the night view right now?,,271
924.133,927.72,That punk who's still wet behind the ears is about to inherit the hospital.,,272
928.471,929.722,He's 40. He's not that young.,,273
930.306,931.599,Will the hospital,,274
931.682,934.602,fall into the hands of his youngest son who's a doctor?,,275
934.685,936.604,I bet he hasn't even written his will yet.,,276
936.687,937.98,"Even if he has one,",,277
938.064,940.149,the board will have to vote to make the decision.,,278
940.233,943.444,But they may vote to appoint Mr. Ju to the position.,,279
944.403,947.573,"I think you should call the board members, ma'am.",,280
948.199,950.201,Even better if Andrea can call them himself.,,281
952.954,956.874,"I'm sure things will go smoothly, but just in case. I mean, you never know.",,282
957.458,960.795,I suggest you call Chairman Hwang first thing tomorrow.,,283
960.878,962.88,"It's because of Mr. Ju, isn't it?",,284
964.215,966.717,All the board members are Chairman Ahn's people.,,285
966.801,970.388,The other members tend to follow Chairman Hwang's lead.,,286
970.471,972.014,He's Chairman Ahn's friend for 30 years.,,287
973.391,975.977,Chairman Ahn's wife just needs to make one phone call to him.,,288
976.56,977.561,Then it's game over.,,289
978.729,981.857,Chairman Ahn is such a wonderful person.,,290
983.15,985.778,"But he, too, is a greedy man after all.",,291
986.821,988.197,You can't call him greedy for this.,,292
988.281,990.658,He's donated most of his assets.,,293
992.159,994.87,Why did you pick the foundation to begin with?,,294
995.162,998.416,"As for all the other subsidiaries, they hired management specialists.",,295
999.458,1003.629,"Jeez, I thought I'd ride on my cousin's coattails for the first time ever.",,296
1006.549,1008.426,We don't know yet.,,297
1011.929,1014.265,I should do my best.,,298
1017.435,1019.895,I called them a while ago. Why aren't they here yet?,,299
1020.479,1022.189,I taught my children wrong.,,300
1022.94,1024.066,There he is.,,301
1029.989,1031.449,Where did Mr. Ju go?,,302
1031.824,1033.492,He probably went to his wife's office.,,303
1033.576,1038.539,What an eventful year this has been for him.,,304
1040.75,1042.126,"By the way,",,305
1042.418,1045.046,why would Chairman Ahn pass the hospital down to his youngest son?,,306
1045.129,1046.589,I heard he has three sons.,,307
1047.923,1050.134,Did the elder ones cause trouble or something?,,308
1050.217,1051.969,Is next week your last week here?,,309
1052.053,1053.971,-Yes. -Back to your hometown?,,310
1054.764,1057.892,I suppose you really have no interest in worldly matters.,,311
1058.142,1060.186,Even little kids would know the answer to that.,,312
1061.562,1062.563,"As for his eldest son,",,313
1063.481,1065.524,he's too busy with his current job.,,314
1069.153,1070.071,Hello.,,315
1072.99,1073.908,"Hey, you came.",,316
1075.368,1076.243,Hi.,,317
1077.578,1079.789,"Mom, are you all right?",,318
1079.872,1083.834,-What about his second son? -He assists someone who's very high up.,,319
1105.189,1106.816,Doesn't he also have a daughter?,,320
1107.9,1109.652,She's the same.,,321
1116.283,1117.326,It's been a while.,,322
1119.912,1121.038,Dad...,,323
1123.082,1124.834,His second daughter too?,,324
1138.973,1140.641,Is my youngest son coming or what?,,325
1141.475,1143.894,"At this rate, he'll get here after your dad's funeral.",,326
1143.978,1147.982,"Mom, Andrea is in the elevator now.",,327
1148.858,1151.152,Finally. Your brothers and sisters are all here.,,328
1164.54,1166.792,"My youngest son, please spare me a second.",,329
1166.876,1168.544,YULJE MEDICAL CENTER,,330
1168.627,1170.838,"-You told him, right? -Yes.",,331
1171.755,1173.591,It would be a good idea to call him now.,,332
1173.674,1176.51,"I know it's late, but he'll answer because he's a businessman.",,333
1176.594,1178.179,I told him to call him right away.,,334
1178.888,1181.223,He's the only one that actually listens to my advice.,,335
1181.557,1183.142,He's the most reasonable of them all.,,336
1183.684,1186.77,The number you've called is busy. Please leave a message...,,337
1186.854,1189.315,He's been on the phone for so long already.,,338
1191.025,1194.111,You probably didn't get any sleep. Go get some sleep.,,339
1199.909,1201.243,Do you smoke?,,340
1201.994,1203.078,Since when?,,341
1204.58,1207.5,"Jeez, you're a doctor. You shouldn't be smoking. My goodness.",,342
1209.293,1210.503,Good.,,343
1211.086,1213.839,"Mom, he smokes.",,344
1214.256,1215.925,I taught him how to smoke 20 years ago.,,345
1219.094,1220.095,Did you talk to him?,,346
1257.174,1259.343,"-Have a good day. -Thanks, you too.",5.0,347
1287.955,1289.582,Ground floor.,,348
1324.533,1327.244,Such injuries can cause mild bruises and even serious adverse effects.,,349
1327.369,1329.955,It tends to happen more often at nighttime.,,350
1330.039,1333.208,"So if you're a guardian, keep an eye on the patient you're looking after.",,351
1333.626,1336.337,"If you're a patient on high-risk medication,",,352
1336.42,1339.84,"or if you need to leave your bed at nighttime,",,353
1340.507,1342.718,please make sure you're accompanied by your guardian,,354
1343.177,1346.722,or call your nurse for help.,,355
1346.805,1350.309,Yulje Medical Center will always do its best,,356
1350.392,1353.604,to ensure all patients' fast recovery. Thank you.,,357
1353.687,1355.189,PROFESSOR OF NEUROSURGERY CHAE SONG-HWA,,358
1355.939,1357.9,All right. Open your mouth like this.,5.0,359
1361.695,1363.781,How does this feel?,5.0,360
1363.864,1365.074,Both your left and right sides.,5.0,361
1365.157,1367.451,-Both feel good. -I see.,5.0,362
1367.618,1370.162,"I was worried you might experience facial palsy, but it looks good.",5.0,363
1370.245,1371.538,You're doing great.,5.0,364
1373.165,1375.876,"As for your medication, I'll keep you on the same routine.",5.0,365
1375.959,1377.795,You can come back in three months.,5.0,366
1377.878,1379.338,Thank you for coming all the way here.,5.0,367
1379.922,1380.923,Thank you.,,368
1381.548,1384.134,"Well, I have something for you.",,369
1384.718,1386.053,It's just something small.,,370
1386.428,1388.764,"It's a great book, so I got one for you.",,371
1390.307,1392.226,Isn't this book amazing? I have one.,5.0,372
1392.309,1393.727,"You read it too, right?",5.0,373
1393.811,1396.271,"Yes, I've read it too.",,374
1397.106,1401.318,-My favorite. -I see. You've already read it.,,375
1401.944,1403.904,My husband told me to give it to you.,,376
1404.446,1406.156,"All right, then. I'll see you in three months.",5.0,377
1406.24,1407.074,Okay.,,378
1411.62,1414.456,"-Hello, doctor. -Hello, have a seat here.",5.0,379
1415.499,1417.167,"Mom, sit here.",,380
1419.211,1420.629,We have the results.,5.0,381
1423.132,1426.635,"A lump was seen on your CT scan, so you got an MRI done.",5.0,382
1428.262,1431.265,"Unfortunately, it looks like it might be cancerous,",5.0,383
1431.348,1432.975,so we'll have to do a biopsy.,5.0,384
1436.061,1437.855,"You aren't young,",5.0,385
1437.938,1440.607,"and the location of the tumor isn't ideal,",5.0,386
1440.691,1443.11,so it'll be quite difficult to remove it surgically.,5.0,387
1444.528,1448.532,You must've been experiencing severe headaches though.,5.0,388
1448.866,1450.451,How did you endure the pain?,5.0,389
1452.494,1454.913,"Can it be treated by surgery, doctor?",,390
1455.539,1459.501,"No, she needs chemotherapy or radiation therapy.",5.0,391
1459.585,1462.254,"But before that, we need to do a biopsy to confirm the diagnosis.",5.0,392
1462.337,1465.841,"I'm suspecting that it's neuroglioma. If I'm right,",5.0,393
1465.924,1467.718,"and if it's not too bad like grade one or two,",5.0,394
1467.801,1470.387,the survival rate will be high. Even just with radiation therapy.,5.0,395
1470.471,1473.015,"If it's grade three or four,",5.0,396
1474.016,1476.56,we'll have to combine chemotherapy with radiation therapy.,5.0,397
1477.311,1478.395,But the recurrence rate,5.0,398
1478.479,1481.315,and the survival rate will be substantially lower.,5.0,399
1482.357,1483.484,My gosh.,,400
1484.777,1485.944,What do we do?,,401
1486.57,1487.738,Mom.,,402
1488.781,1489.656,Mom.,,403
1490.073,1492.534,"Gosh, my poor mom.",,404
1493.368,1494.411,It's okay.,,405
1495.579,1499.041,"I've lived long enough, so I'm fine.",,406
1499.124,1500.876,"Gosh, I don't want to hear it.",,407
1502.669,1506.256,"Oh, Ma'am. It can be treated.",5.0,408
1506.34,1508.425,"Please don't cry... Oh, my.",5.0,409
1510.886,1513.43,"First, let's get her admitted so that we can do a biopsy.",5.0,410
1513.514,1516.642,I'll explain the plan in more detail when we have the results.,5.0,411
1517.976,1519.561,You need to stay strong for your mother.,5.0,412
1520.145,1523.065,"I'm sorry, doctor.",,413
1523.649,1524.858,Thank you.,,414
1526.193,1527.361,Thank you.,,415
1534.785,1536.495,I feel bad.,5.0,416
1539.331,1543.46,"By the way, that patient's daughter. Doesn't she look familiar?",5.0,417
1544.67,1546.421,I feel like I've seen her somewhere.,5.0,418
1547.13,1550.175,KANGWOON MEDICAL CENTER PEDIATRIC ICU,,419
1552.845,1555.013,"Gosh, another skin tear?",,420
1556.974,1560.435,"Doctor, that last one took a long time to heal.",,421
1560.686,1561.728,My goodness.,,422
1562.896,1564.94,"Min-yeong, it must be stinging.",,423
1565.232,1568.11,"-I'll tell him off. -Her skin is delicate,",,424
1568.277,1569.903,and she had it on for too long.,,425
1569.987,1571.572,"My daughter can feel pain too, you know.",,426
1572.656,1574.283,"Right, I'll be careful from now on.",,427
1575.367,1576.702,When will the Professor be here?,,428
1577.327,1581.081,What he prescribed yesterday is so different from what she got last month.,,429
1581.665,1585.669,She takes Vitamin K and traces elements every Thursday. Why doesn't she anymore?,,430
1586.503,1588.38,"And as for the blood tests,",,431
1588.463,1591.55,you used to draw 30ml. Why do you need 70ml now?,,432
1591.633,1594.845,-She's already exhausted. -I explained everything to you before.,,433
1596.221,1598.807,-Min-yeong is no longer... -Min-yeong.,1.0,434
1603.312,1604.521,"Hi, Min-yeong.",1.0,435
1606.315,1609.276,"Doctor, why did her prescription change?",,436
1609.776,1612.696,"And last month, she was on the TPN drip for 16 hours last month.",,437
1612.779,1614.197,Why is it shorter now?,,438
1615.282,1619.745,And don't you think she looks like she's having trouble breathing?,,439
1620.412,1623.957,She keeps grimacing too. Something must be bothering her.,,440
1626.251,1629.588,"Ma'am, Min-yeong doesn't have the strength to hold out for much longer.",1.0,441
1631.715,1633.425,"I'm sure Dr. Jo already told you,",1.0,442
1635.844,1637.679,but we should start mentally preparing--,1.0,443
1637.763,1640.057,What's the problem? I did everything you told me to do.,,444
1640.682,1642.434,She was doing great yesterday.,,445
1643.936,1645.145,Were her vitals good yesterday?,1.0,446
1645.812,1649.149,-They were about the same as today. -You doctors rarely see her.,,447
1649.232,1650.817,I know much better than you. I'm her mother.,,448
1650.901,1653.904,Then I'll have Dr. Jo monitor her all day today.,1.0,449
1654.571,1656.114,Call me right away if anything happens.,1.0,450
1657.032,1657.95,"Yes, sir.",,451
1660.452,1661.453,Min-yeong.,,452
1662.829,1664.039,Min-yeong.,,453
1664.373,1666.375,I'm so sorry.,,454
1667.0,1668.418,"I'm sorry, Min-yeong.",,455
1669.294,1672.422,I'm so sorry that you have to suffer like this.,,456
1673.715,1675.008,"I'm really sorry, Min-yeong.",,457
1676.426,1678.095,"My sweet daughter, I'm so sorry.",,458
1678.178,1679.888,AUTHORIZED PERSONNEL ONLY,,459
1680.931,1682.933,Is BP low? How much norepinephrine did you use?,,460
1683.016,1685.268,-We're scaling it up. -I'll do it!,,461
1724.975,1728.395,My son is waiting for a liver transplant.,,462
1728.979,1732.774,I see. That's why you looked familiar.,5.0,463
1734.818,1737.571,He was in and out of the hospital all the time for six months.,,464
1738.155,1739.823,He practically lived here.,,465
1740.907,1742.034,"Then three days ago,",,466
1743.16,1745.62,his condition suddenly worsened.,,467
1747.873,1748.832,My son...,,468
1751.877,1753.67,I guess I should give up now.,,469
1754.171,1755.297,"No, don't say that.",5.0,470
1755.881,1758.3,"Ma'am, he can get better.",5.0,471
1760.093,1762.345,I was so preoccupied with my son and his illness,,472
1762.971,1765.599,that I had no idea that my mother was also ill.,,473
1765.682,1767.225,It's all my fault.,,474
1769.061,1771.021,What kind of mother would think of something else,5.0,475
1771.813,1774.149,when her son is critically ill?,5.0,476
1775.776,1777.694,"No one can blame you, ma'am.",5.0,477
1783.867,1786.87,DID YOU MAKE DINNER FOR MY MOM? COME HOME NOW!,,478
1798.465,1799.299,Doctor.,,479
1800.133,1804.387,I'm pretty sure I'm the unluckiest woman in the whole wide world.,,480
1805.013,1807.015,"I put up with my in-laws for 40 years,",,481
1807.099,1808.141,and my husband,,482
1808.975,1812.646,spilled every last penny we had into his darned business.,,483
1813.897,1815.065,And my one and only son...,,484
1816.483,1820.112,"He has a heart of gold, so he's the one that got me through everything.",,485
1822.197,1824.157,I must be cursed or something.,,486
1824.241,1827.119,I guess that's why both my mom and my son ended up like that.,,487
1827.828,1828.87,I'm telling you.,,488
1830.539,1832.374,I've been so unlucky in life.,,489
1834.668,1837.379,"Seriously, I don't even want to live.",,490
1838.505,1840.382,Not even one bit.,,491
1841.174,1843.051,I just want to end my life.,,492
1850.892,1852.018,Doors are opening.,,493
1854.938,1856.189,Take the next one.,,494
1856.857,1857.858,Okay.,,495
1859.359,1861.069,Doors are closing.,,496
1889.806,1892.184,I performed your mom's brain surgery.,5.0,497
1892.267,1894.728,"Shouldn't you be buying me coffee, not the other way around?",5.0,498
1895.312,1898.064,"When your dad came to the ER at night with a broken leg,",,499
