Start,End,Text,Character,SentenceIndex,vaderNeg,vaderNeu,vaderPos,vaderCompound,roBERTaNeg,roBERTaNeu,roBERTaPos,roBERTaMajorSentiment,vaderMajorSentiment
87.045,90.875,handle emergency calls . take two three calls month .,Secondary,26,0.271,0.729,0.0,-0.3818,0.08495718,0.8515227,0.063520156,Neutral,Neutral
90.965,93.465,thank . 's nice gesture . 's gesture .,Secondary,27,0.0,0.43,0.57,0.6486,0.0052630315,0.08579835,0.9089386,Positive,Positive
93.551,94.971,'re breaking heart .,Secondary,28,0.0,1.0,0.0,0.0,0.5874412,0.35411572,0.05844311,Negative,Neutral
95.136,96.346,thank .,Secondary,29,0.0,0.0,1.0,0.3612,0.04915872,0.6146238,0.3362175,Neutral,Positive
98.89,101.81,"way , much longer going film us ?",Secondary,30,0.0,1.0,0.0,0.0,0.083834626,0.87802446,0.03814099,Neutral,Neutral
101.893,104.233,"gosh , working tv director must hard .",Secondary,31,0.219,0.781,0.0,-0.1027,0.551142,0.39805418,0.050803848,Negative,Neutral
104.312,106.112,"goodness , nothing easy world .",Secondary,32,0.325,0.27,0.405,0.1516,0.0354512,0.2537789,0.71076983,Positive,Positive
106.773,107.773,sir .,Secondary,33,0.0,1.0,0.0,0.0,0.22658819,0.616998,0.15641376,Neutral,Neutral
107.857,109.607,eat comfortably .,Secondary,34,0.0,0.263,0.737,0.4215,0.04888451,0.6383624,0.31275302,Neutral,Positive
109.692,110.942,wo n't go anywhere .,Secondary,35,0.0,1.0,0.0,0.0,0.4139027,0.5365216,0.049575686,Neutral,Neutral
111.027,113.147,'ll everything ask . enjoy meal .,Secondary,36,0.0,0.556,0.444,0.4939,0.0072784782,0.13861567,0.8541059,Positive,Neutral
113.238,114.238,thank .,Secondary,37,0.0,0.0,1.0,0.3612,0.04915872,0.6146238,0.3362175,Neutral,Positive
118.368,119.788,dr. yong .,Secondary,38,0.0,1.0,0.0,0.0,0.0816714,0.78756636,0.13076223,Neutral,Neutral
119.911,121.581,han seunghyeok needs lumbar drain .,Secondary,39,0.0,1.0,0.0,0.0,0.18961765,0.7751038,0.03527852,Neutral,Neutral
121.663,122.793,done ?,Secondary,40,0.0,1.0,0.0,0.0,0.18180586,0.68406063,0.13413353,Neutral,Neutral
124.833,126.003,?,Secondary,41,0.0,0.0,0.0,0.0,0.20457315,0.68945074,0.10597605,Neutral,Positive
126.084,127.344,han seunghyeok room 7104 .,Secondary,42,0.0,1.0,0.0,0.0,0.036291555,0.89516747,0.06854102,Neutral,Neutral
127.919,129.629,n't professor min gijun 's patient ?,Secondary,43,0.0,1.0,0.0,0.0,0.13351278,0.8348093,0.031677853,Neutral,Neutral
129.712,130.922,yes .,Secondary,44,0.0,0.0,1.0,0.4019,0.10013353,0.4596959,0.44017053,Neutral,Positive
134.3,137.47,park jeongsu . took look ct angiography scan morning .,Secondary,45,0.0,1.0,0.0,0.0,0.022390965,0.8938058,0.08380322,Neutral,Neutral
137.554,140.434,"saw unruptured cerebral aneurysm , admitted today .",Secondary,46,0.0,0.781,0.219,0.1027,0.3419814,0.613547,0.044471547,Neutral,Neutral
140.515,142.095,surgery scheduled next week .,Secondary,47,0.0,1.0,0.0,0.0,0.03631046,0.91516495,0.048524555,Neutral,Neutral
143.768,146.018,look handsome patient gown .,Secondary,48,0.0,0.484,0.516,0.4939,0.009138186,0.108180486,0.8826813,Positive,Positive
146.312,149.652,"dr. min , surgery n't difficult , ?",Secondary,49,0.0,0.655,0.345,0.2755,0.06023602,0.79265416,0.14710979,Neutral,Neutral
150.316,152.356,performed surgery hundreds times .,Secondary,50,0.0,1.0,0.0,0.0,0.12018359,0.82422316,0.05559324,Neutral,Neutral
152.443,153.863,n't worry .,Secondary,51,0.0,0.294,0.706,0.3412,0.0568597,0.62901,0.31413025,Neutral,Positive
154.946,156.406,'s location aneurysm ?,Secondary,52,0.0,1.0,0.0,0.0,0.19192293,0.77836293,0.02971416,Neutral,Neutral
156.489,158.659,right paraclinoid aneurysm cerebral artery .,Secondary,53,0.0,1.0,0.0,0.0,0.26171008,0.69739753,0.040892433,Neutral,Neutral
158.741,161.041,neck seemed narrow . see .,Secondary,54,0.0,1.0,0.0,0.0,0.2496039,0.6905738,0.059822228,Neutral,Neutral
161.619,164.289,wo n't problems . 's simple surgery .,Secondary,55,0.0,0.689,0.311,0.3089,0.10164931,0.7073019,0.19104879,Neutral,Neutral
166.207,167.497,girlfriend ?,Secondary,56,0.0,1.0,0.0,0.0,0.18856834,0.746483,0.064948685,Neutral,Neutral
167.917,168.917,yes .,Secondary,57,0.0,0.0,1.0,0.4019,0.10013353,0.4596959,0.44017053,Neutral,Positive
169.46,171.05,"wait , .",Secondary,58,0.0,1.0,0.0,0.0,0.30893025,0.5897151,0.10135459,Neutral,Neutral
171.129,173.379,? think 'd girlfriend ?,Secondary,59,0.0,1.0,0.0,0.0,0.118463695,0.83617765,0.04535863,Neutral,Neutral
173.798,176.338,"gosh , 's making look bad .",Secondary,60,0.467,0.533,0.0,-0.5423,0.85849273,0.12452201,0.016985362,Negative,Neutral
177.218,179.048,"right , . thank , doctor .",Secondary,61,0.0,0.444,0.556,0.3612,0.016275913,0.42080858,0.56291544,Positive,Positive
179.137,180.137,sure .,Secondary,62,0.0,0.0,1.0,0.3182,0.16858904,0.53195983,0.29945108,Neutral,Positive
184.392,187.152,hello . feel today ?,Secondary,63,0.0,1.0,0.0,0.0,0.062383644,0.82394105,0.11367528,Neutral,Neutral
190.94,192.32,whatever .,Secondary,64,0.0,1.0,0.0,0.0,0.2363399,0.5697053,0.19395475,Neutral,Neutral
193.234,195.284,? going ?,Secondary,65,0.0,1.0,0.0,0.0,0.11860886,0.82098144,0.060409654,Neutral,Neutral
195.778,197.818,? ran blood test,Secondary,66,0.0,1.0,0.0,0.0,0.1538464,0.82088065,0.025272889,Neutral,Neutral
197.906,199.116,gave iv drip .,Secondary,67,0.0,1.0,0.0,0.0,0.12297874,0.74413323,0.13288802,Neutral,Neutral
199.199,201.159,one came check !,Secondary,68,0.0,1.0,0.0,0.0,0.078932375,0.6851668,0.23590086,Neutral,Neutral
201.659,203.949,still n't heard surgery date .,Secondary,69,0.0,1.0,0.0,0.0,0.51772165,0.46264347,0.019634882,Negative,Neutral
204.037,205.157,one gave us update .,Secondary,70,0.0,1.0,0.0,0.0,0.023685396,0.7613541,0.21496049,Neutral,Neutral
205.246,207.746,want die ? ?,Secondary,71,0.766,0.0,0.234,-0.6072,0.615348,0.3640127,0.020639326,Negative,Negative
207.832,210.462,truly sorry .,Secondary,72,0.31,0.0,0.69,0.3818,0.66692126,0.2863629,0.046715874,Negative,Positive
210.543,213.343,believe resident missed busy .,Secondary,73,0.423,0.577,0.0,-0.296,0.19883883,0.6518591,0.1493021,Neutral,Neutral
214.088,216.168,apologize behalf .,Secondary,74,0.0,0.417,0.583,0.1027,0.115931466,0.74070096,0.14336765,Neutral,Positive
216.758,218.008,sorry .,Secondary,75,1.0,0.0,0.0,-0.0772,0.48275325,0.42702612,0.09022062,Negative,Negative
222.639,223.719,'s charge ?,Secondary,76,0.0,1.0,0.0,0.0,0.17326103,0.7387589,0.08798009,Neutral,Neutral
224.307,226.057,?,Secondary,77,0.0,0.0,0.0,0.0,0.20457315,0.68945074,0.10597605,Neutral,Positive
226.684,229.234,han seunghyeok really needs get lumbar drain today .,Secondary,78,0.0,1.0,0.0,0.0,0.33344895,0.6172048,0.049346343,Neutral,Neutral
229.312,230.692,ca n't .,Secondary,79,0.0,1.0,0.0,0.0,0.28255892,0.5856204,0.13182062,Neutral,Neutral
230.772,233.522,professor min told check everything .,Secondary,80,0.0,1.0,0.0,0.0,0.13746081,0.8067021,0.055837106,Neutral,Neutral
233.608,235.688,n't remember colossal disaster last week ?,Secondary,81,0.0,0.603,0.397,0.5096,0.730003,0.2549593,0.015037672,Negative,Neutral
236.778,239.278,professor min least give orders .,Secondary,82,0.0,1.0,0.0,0.0,0.17739387,0.7659306,0.056675594,Neutral,Neutral
239.364,241.624,n't give orders patient got admitted .,Secondary,83,0.0,0.781,0.219,0.1027,0.44321924,0.5299949,0.026785806,Neutral,Neutral
242.242,245.292,"seems nice front patients , n't care .",Secondary,84,0.279,0.424,0.297,0.0444,0.21016063,0.453593,0.33624637,Neutral,Neutral
245.703,247.963,"seokmin , moved lee myeonggi 's surgery .",Chae Song-hwa,85,0.0,1.0,0.0,0.0,0.03735014,0.89504474,0.0676051,Neutral,Neutral
248.039,249.209,get guardian 's consent .,Chae Song-hwa,86,0.0,0.612,0.388,0.2263,0.12930271,0.826622,0.044075362,Neutral,Neutral
249.29,250.12,okay .,Secondary,87,0.0,0.0,1.0,0.2263,0.11996016,0.5391302,0.34090966,Neutral,Positive
250.208,252.998,'s urgent . finish ramyeon take breather .,Chae Song-hwa,88,0.0,0.735,0.265,0.2023,0.11333394,0.77313113,0.113534965,Neutral,Neutral
253.086,254.416,'m done .,Secondary,89,0.0,1.0,0.0,0.0,0.3055907,0.5178587,0.17655066,Neutral,Neutral
255.004,256.304,take time .,Secondary,90,0.0,1.0,0.0,0.0,0.107323766,0.7020985,0.19057782,Neutral,Neutral
256.381,257.381,!,Secondary,91,0.0,0.0,0.0,0.0,0.09442686,0.53720474,0.36836836,Neutral,Positive
258.216,259.836,eating right ?,Secondary,92,0.0,1.0,0.0,0.0,0.21049479,0.6679155,0.12158968,Neutral,Neutral
260.343,261.593,eat ?,Secondary,93,0.0,1.0,0.0,0.0,0.19295946,0.68636113,0.12067946,Neutral,Neutral
262.47,265.1,n't lumbar drain han seunghyeok ?,Secondary,94,0.0,1.0,0.0,0.0,0.10661478,0.85872453,0.0346607,Neutral,Neutral
265.181,266.891,n't ? sir .,Secondary,95,0.0,1.0,0.0,0.0,0.19680975,0.7194581,0.08373212,Neutral,Neutral
268.81,270.23,call doctor ?,Secondary,96,0.0,1.0,0.0,0.0,0.19437347,0.7526764,0.052950073,Neutral,Neutral
270.311,271.811,call doctor ?,Secondary,97,0.0,1.0,0.0,0.0,0.19437347,0.7526764,0.052950073,Neutral,Neutral
271.896,274.226,hydrocephalus gets worse puts danger ?,Secondary,98,0.684,0.316,0.0,-0.7579,0.912661,0.08305248,0.004286485,Negative,Negative
274.315,276.725,take responsibility ? ?,Secondary,99,0.0,1.0,0.0,0.0,0.25104773,0.7255413,0.023411065,Neutral,Neutral
276.818,279.358,n't give orders . blaming ?,Secondary,100,0.0,0.533,0.467,0.3875,0.5202664,0.46137878,0.018354837,Negative,Neutral
279.445,280.695,mind ?,Secondary,101,0.0,1.0,0.0,0.0,0.20813088,0.7043927,0.087476425,Neutral,Neutral
280.78,283.99,dare talk back ?,Secondary,102,0.0,1.0,0.0,0.0,0.079252794,0.82264286,0.09810432,Neutral,Neutral
284.659,285.659,hey .,Secondary,103,0.0,1.0,0.0,0.0,0.18461223,0.5913169,0.22407086,Neutral,Neutral
286.16,287.25,hey .,Secondary,104,0.0,1.0,0.0,0.0,0.18461223,0.5913169,0.22407086,Neutral,Neutral
288.037,289.577,call chief resident ?,Secondary,105,0.0,1.0,0.0,0.0,0.13102713,0.8101437,0.058829192,Neutral,Neutral
290.164,293.464,ca n't even make judgment call . n't chief resident .,Secondary,106,0.0,1.0,0.0,0.0,0.40053627,0.57170093,0.027762836,Neutral,Neutral
294.252,295.302,seriously ?,Secondary,107,1.0,0.0,0.0,-0.1779,0.3576871,0.59189373,0.050419252,Neutral,Negative
295.795,296.795,look .,Secondary,108,0.0,1.0,0.0,0.0,0.14547914,0.6548308,0.19969003,Neutral,Neutral
297.839,299.169,glaring ?,Secondary,109,0.0,1.0,0.0,0.0,0.18671751,0.7388658,0.07441664,Neutral,Neutral
299.674,300.554,stop glaring .,Secondary,110,0.688,0.312,0.0,-0.296,0.5137348,0.42185315,0.06441201,Negative,Negative
301.134,302.764,"stop glaring , bastard !",Secondary,111,0.857,0.143,0.0,-0.7177,0.87965,0.10141971,0.018930297,Negative,Negative
305.013,306.473,stop glaring !,Secondary,112,0.714,0.286,0.0,-0.3595,0.54896826,0.36957094,0.0814608,Negative,Negative
324.282,325.492,"lastly , complications .",Secondary,113,0.0,1.0,0.0,0.0,0.14386575,0.7808659,0.075268306,Neutral,Neutral
325.575,327.945,"one percent patients experience altered consciousness ,",Secondary,114,0.0,1.0,0.0,0.0,0.36709487,0.60222834,0.030676756,Neutral,Neutral
328.036,330.706,"convulsion , dyskinesia , . sequelae infectious diseases ,",Secondary,115,0.0,1.0,0.0,0.0,0.7110275,0.27307624,0.015896231,Negative,Neutral
330.788,333.328,"encephalitis , meningitis , brain abscess . questions ?",Secondary,116,0.0,1.0,0.0,0.0,0.7246102,0.26242572,0.01296413,Negative,Neutral
334.042,335.592,doubt .,Secondary,117,1.0,0.0,0.0,-0.3612,0.3691112,0.57828087,0.05260792,Neutral,Negative
338.254,339.344,"right , .",Secondary,118,0.0,1.0,0.0,0.0,0.15245236,0.61800784,0.22953975,Neutral,Neutral
343.634,344.764,okay .,Secondary,119,0.0,0.0,1.0,0.2263,0.11996016,0.5391302,0.34090966,Neutral,Positive
346.22,348.31,"lastly , due lack oxygen organs ,",Secondary,120,0.365,0.635,0.0,-0.3182,0.69684064,0.28539515,0.017764216,Negative,Neutral
348.431,351.101,"one percent patients suffer organ failure , brain damage ,",Secondary,121,0.667,0.333,0.0,-0.875,0.9241193,0.070145495,0.0057352544,Negative,Negative
351.184,352.444,`` brain damage '' ?,Secondary,122,0.516,0.484,0.0,-0.4939,0.5358751,0.44461003,0.01951492,Negative,Negative
353.019,355.609,know mother sick ?,Secondary,123,0.623,0.377,0.0,-0.5106,0.681,0.30395317,0.015046869,Negative,Negative
356.314,359.734,"doctor , mom 's surgery serious ?",Secondary,124,0.245,0.755,0.0,-0.0772,0.20562075,0.7689236,0.025455723,Neutral,Neutral
359.817,361.277,", 're possibilities .",Secondary,125,0.0,1.0,0.0,0.0,0.08520031,0.74837345,0.16642627,Neutral,Neutral
361.361,363.781,'m informing possibilities .,Secondary,126,0.0,1.0,0.0,0.0,0.065178245,0.79595566,0.13886608,Neutral,Neutral
364.364,366.374,heart muscles may damaged surgery .,Secondary,127,0.42,0.58,0.0,-0.4404,0.79313445,0.19772042,0.009145159,Negative,Neutral
366.449,367.949,"severe cases , may die .",Secondary,128,0.765,0.235,0.0,-0.7579,0.80218244,0.18270366,0.015113869,Negative,Negative
368.034,369.414,`` die '' ?,Secondary,129,0.661,0.339,0.0,-0.5994,0.36214346,0.6007478,0.037108652,Neutral,Negative
370.578,372.828,fine minutes ago .,Secondary,130,0.0,0.526,0.474,0.2023,0.14695714,0.7070745,0.1459683,Neutral,Neutral
372.914,374.624,'m saying die .,Secondary,131,0.661,0.339,0.0,-0.5994,0.6590407,0.2983147,0.042644627,Negative,Negative
374.707,376.247,'m saying could happen .,Secondary,132,0.0,1.0,0.0,0.0,0.08023856,0.7998638,0.11989757,Neutral,Neutral
376.334,377.504,"oh , mom .",Secondary,133,0.0,1.0,0.0,0.0,0.21488363,0.6464265,0.1386899,Neutral,Neutral
377.835,379.745,mom dies surgery ?,Secondary,134,0.0,1.0,0.0,0.0,0.59247464,0.39579397,0.011731384,Negative,Neutral
379.837,382.217,feel bad !,Secondary,135,0.791,0.209,0.0,-0.5848,0.85775906,0.1251573,0.017083658,Negative,Negative
383.341,386.801,wo n't able live ! 'm going miss much !,Secondary,136,0.238,0.762,0.0,-0.2924,0.8305289,0.15027429,0.019196853,Negative,Neutral
386.886,388.756,ca n't live without .,Secondary,137,0.0,1.0,0.0,0.0,0.2372965,0.6326744,0.13002907,Neutral,Neutral
388.846,391.846,mom . !,Secondary,138,0.0,1.0,0.0,0.0,0.17542902,0.6885613,0.13600966,Neutral,Neutral
393.226,395.136,mom !,Secondary,139,0.0,1.0,0.0,0.0,0.07754641,0.48601723,0.43643633,Neutral,Neutral
395.561,399.191,poor mom !,Secondary,140,0.772,0.228,0.0,-0.5255,0.7976256,0.1731398,0.02923452,Negative,Negative
399.774,402.864,excuse . 's still alive .,Secondary,141,0.0,0.339,0.661,0.4404,0.07594143,0.7029128,0.2211457,Neutral,Positive
402.944,404.784,mom .,Secondary,142,0.0,1.0,0.0,0.0,0.17956272,0.6533946,0.16704266,Neutral,Neutral
404.862,406.992,mom .,Secondary,143,0.0,1.0,0.0,0.0,0.17956272,0.6533946,0.16704266,Neutral,Neutral
409.367,410.617,mom .,Secondary,144,0.0,1.0,0.0,0.0,0.17956272,0.6533946,0.16704266,Neutral,Neutral
415.915,418.665,get ? night shift ?,Secondary,145,0.0,1.0,0.0,0.0,0.16150804,0.795658,0.042834,Neutral,Neutral
418.751,420.961,", 'm . going home ?",Secondary,146,0.0,1.0,0.0,0.0,0.087623276,0.8631937,0.04918306,Neutral,Neutral
421.045,422.045,morning shift .,Secondary,147,0.0,1.0,0.0,0.0,0.11513654,0.72946787,0.15539554,Neutral,Neutral
422.13,423.59,seven ?,Secondary,148,0.0,1.0,0.0,0.0,0.22033246,0.6115827,0.1680849,Neutral,Neutral
423.673,425.013,shift starts .,Secondary,149,0.0,1.0,0.0,0.0,0.13505015,0.725002,0.13994788,Neutral,Neutral
425.091,426.931,'s night . 's morning .,Secondary,150,0.0,1.0,0.0,0.0,0.045501232,0.82058,0.13391873,Neutral,Neutral
427.844,428.854,?,Secondary,151,0.0,0.0,0.0,0.0,0.20457315,0.68945074,0.10597605,Neutral,Positive
434.434,437.944,yulje medical center,Secondary,152,0.0,1.0,0.0,0.0,0.11785365,0.8027189,0.0794275,Neutral,Neutral
454.12,455.5,tell patient .,Ahn Jeong-won,153,0.0,1.0,0.0,0.0,0.2094431,0.6747008,0.11585607,Neutral,Neutral
455.58,459.63,"stomachache constipated , performed enema . 's fine .",Secondary,154,0.0,0.735,0.265,0.2023,0.026306996,0.33590597,0.63778704,Positive,Neutral
459.917,460.957,"'m sorry , sir .",Secondary,155,0.394,0.606,0.0,-0.0772,0.5274493,0.42532688,0.04722383,Negative,Neutral
461.127,464.087,intern scared called directly .,Secondary,156,0.492,0.508,0.0,-0.4404,0.37559655,0.5780336,0.046369873,Neutral,Neutral
464.297,465.507,'m sorry .,Secondary,157,0.565,0.435,0.0,-0.0772,0.5241156,0.4061268,0.06975763,Negative,Negative
465.59,466.55,", 's okay .",Ahn Jeong-won,158,0.0,0.345,0.655,0.2263,0.014978808,0.34048617,0.644535,Positive,Positive
467.008,468.838,"must scared , .",Ahn Jeong-won,159,0.744,0.256,0.0,-0.4404,0.6257807,0.3457612,0.028458135,Negative,Negative
470.511,472.101,"scared , n't ?",Secondary,160,0.744,0.256,0.0,-0.4404,0.24407545,0.7119509,0.043973602,Neutral,Negative
473.764,477.064,"happens kids often , n't need worry much .",Secondary,161,0.0,0.714,0.286,0.3412,0.13249859,0.6051743,0.26232705,Neutral,Neutral
477.226,480.726,lot kids around jeonghu 's age come er constipation .,Secondary,162,0.0,1.0,0.0,0.0,0.35455012,0.6075042,0.037945718,Neutral,Neutral
481.314,483.234,n't first son ? yes .,Secondary,163,0.429,0.571,0.0,-0.3089,0.022602765,0.5813421,0.3960551,Neutral,Neutral
483.316,485.816,moms get scared first children come er lot .,Secondary,164,0.293,0.707,0.0,-0.4404,0.71571475,0.26764905,0.016636219,Negative,Neutral
485.902,489.782,moms second third children like experts .,Secondary,165,0.0,0.667,0.333,0.3612,0.112788305,0.81926626,0.067945406,Neutral,Neutral
489.864,492.954,"come , ask meds , chat little , leave .",Secondary,166,0.0,0.821,0.179,0.024,0.13843353,0.80525655,0.056309894,Neutral,Neutral
493.034,494.164,really ?,Secondary,167,0.0,1.0,0.0,0.0,0.26603836,0.6270341,0.10692754,Neutral,Neutral
494.744,498.464,scared something would happen son .,Secondary,168,0.42,0.58,0.0,-0.4404,0.54394895,0.4363553,0.0196958,Negative,Neutral
499.29,501.92,"gosh , still long way go mother .",Secondary,169,0.0,1.0,0.0,0.0,0.5583206,0.38553122,0.05614821,Negative,Neutral
502.001,504.961,even experienced mothers get scared first children .,Secondary,170,0.326,0.674,0.0,-0.4404,0.71334404,0.27255312,0.01410282,Negative,Neutral
505.046,507.546,'s natural scared . n't beat .,Secondary,171,0.345,0.357,0.298,-0.1027,0.39553693,0.54074705,0.063716024,Neutral,Neutral
508.799,510.799,looks like fell asleep .,Secondary,172,0.0,0.545,0.455,0.3612,0.3410624,0.60119075,0.057746857,Neutral,Neutral
510.885,513.465,let sleep . want get coffee ?,Secondary,173,0.0,0.755,0.245,0.0772,0.075135306,0.8422302,0.08263449,Neutral,Neutral
513.554,515.184,sounds great . let 's go .,Secondary,174,0.0,0.494,0.506,0.6249,0.0022312077,0.032762285,0.96500653,Positive,Positive
516.432,517.642,cafe open ?,Secondary,175,0.0,1.0,0.0,0.0,0.05598741,0.8540099,0.090002604,Neutral,Neutral
555.721,560.101,"professor lee , noticed date returning flight next week ,",Secondary,176,0.0,1.0,0.0,0.0,0.021951033,0.9225616,0.055487372,Neutral,Neutral
560.184,561.524,week .,Secondary,177,0.0,1.0,0.0,0.0,0.16938543,0.6484914,0.18212321,Neutral,Neutral
561.602,565.232,'m grateful paid flight .,Secondary,178,0.0,0.5,0.5,0.4588,0.007999103,0.10482443,0.88717645,Positive,Positive
565.731,568.781,uju ? watch uju ?,Secondary,179,0.0,1.0,0.0,0.0,0.09799288,0.85640806,0.045599025,Neutral,Neutral
568.859,571.899,uju ? parents coming afternoon .,Lee Ik-joon,180,0.0,1.0,0.0,0.0,0.03699977,0.9080645,0.054935727,Neutral,Neutral
571.988,575.198,watch . nothing worry .,Lee Ik-joon,181,0.0,0.454,0.546,0.3412,0.045100607,0.6533177,0.30158174,Neutral,Positive
575.825,578.615,okay . go sightseeing daughter .,Lee Ik-joon,182,0.0,0.612,0.388,0.2263,0.0063544824,0.4534869,0.5401586,Positive,Neutral
579.245,581.075,"know , china big country .",Lee Ik-joon,183,0.0,1.0,0.0,0.0,0.08473998,0.7568428,0.15841724,Neutral,Neutral
581.622,583.872,"uju , 's spicy .",Lee Ik-joon,184,0.0,1.0,0.0,0.0,0.07462059,0.7741776,0.15120173,Neutral,Neutral
583.958,585.078,'s really spicy .,Lee Ik-joon,185,0.0,1.0,0.0,0.0,0.03172755,0.38780287,0.5804696,Positive,Neutral
585.167,586.997,eat soup . eat food .,Lee Ik-joon,186,0.0,1.0,0.0,0.0,0.27320552,0.6609002,0.06589425,Neutral,Neutral
587.67,589.21,okay . bye .,Lee Ik-joon,187,0.0,0.345,0.655,0.2263,0.1883093,0.6077343,0.20395641,Neutral,Positive
590.756,592.086,"hi , mom .",Chae Song-hwa,188,0.0,1.0,0.0,0.0,0.10292524,0.71731424,0.17976049,Neutral,Neutral
594.885,597.505,would go professor jang ?,Chae Song-hwa,189,0.0,1.0,0.0,0.0,0.05892523,0.8909404,0.050134316,Neutral,Neutral
597.93,600.68,gosh . ca n't go reason .,Chae Song-hwa,190,0.0,1.0,0.0,0.0,0.6726307,0.29909584,0.02827344,Negative,Neutral
601.892,603.942,broke .,Chae Song-hwa,191,1.0,0.0,0.0,-0.4215,0.46916622,0.4693273,0.061506506,Neutral,Negative
605.563,607.943,broke professor jang .,Chae Song-hwa,192,0.583,0.417,0.0,-0.4215,0.47757548,0.49573284,0.026691586,Neutral,Negative
608.065,609.855,? ?,Secondary,193,0.0,0.0,0.0,0.0,0.19455518,0.72974735,0.07569741,Neutral,Positive
609.942,611.612,cheated .,Chae Song-hwa,194,1.0,0.0,0.0,-0.5106,0.718022,0.24706593,0.034912128,Negative,Negative
612.153,613.653,cheated ...,Chae Song-hwa,195,0.767,0.233,0.0,-0.5106,0.6651424,0.30353853,0.031319078,Negative,Negative
614.905,617.275,"jerk , professor jang , cheated .",Chae Song-hwa,196,0.74,0.26,0.0,-0.6908,0.7084068,0.2749402,0.016652975,Negative,Negative
617.366,619.486,"last week , tired surgery ,",Chae Song-hwa,197,0.492,0.508,0.0,-0.4404,0.36927965,0.5729072,0.057813063,Neutral,Neutral
